image,image_id,class,has_gt,n_food_detected,n_coin_detected,status,midas_predicted_kcal,midas_predicted_mass_g,fixed_predicted_kcal,fixed_predicted_mass_g,gt_kcal,gt_mass_g
datasets\ECUSTFD\images\test\litchi004T(2).JPG,litchi004,litchi,True,1,1,ok,55.886420511965774,84.67639471509965,32.33088182669146,48.986184585896154,26.994,40.9
datasets\ECUSTFD\images\test\litchi004T(3).JPG,litchi004,litchi,True,1,1,ok,52.647353495388735,79.76871741725566,34.73780986608274,52.63304525164052,26.994,40.9
datasets\ECUSTFD\images\test\litchi004T(4).JPG,litchi004,litchi,True,1,1,ok,18.925195427354154,28.67453852629417,32.87205760452074,49.806147885637486,26.994,40.9
datasets\ECUSTFD\images\test\litchi004T(5).JPG,litchi004,litchi,True,1,1,ok,34.62867456904323,52.46768874097459,33.45237349597431,50.685414387839856,26.994,40.9
datasets\ECUSTFD\images\test\litchi004T(6).JPG,litchi004,litchi,True,1,1,ok,24.81976271481793,37.60570108305747,30.349182859119292,45.98361039260499,26.994,40.9
datasets\ECUSTFD\images\test\litchi004T(7).JPG,litchi004,litchi,True,1,1,ok,20.090701417248127,30.44045669280019,31.224331854996247,47.309593719691286,26.994,40.9
datasets\ECUSTFD\images\test\litchi004T(8).JPG,litchi004,litchi,True,1,1,ok,19.905824475782502,30.160340114821974,35.028348484319835,53.07325527927248,26.994,40.9
datasets\ECUSTFD\images\test\litchi005S(1).JPG,litchi005,litchi,True,1,1,ok,18.059231876834875,27.3624725406589,25.55529896444102,38.72014994612275,25.74,39.0
datasets\ECUSTFD\images\test\litchi005S(2).JPG,litchi005,litchi,True,1,2,ok,17.364094740483097,26.30923445527742,28.33854387428511,42.93718768831077,25.74,39.0
datasets\ECUSTFD\images\test\litchi005S(3).JPG,litchi005,litchi,True,1,1,ok,17.933558824081857,27.17205882436645,28.611967609956587,43.351466075691796,25.74,39.0
datasets\ECUSTFD\images\test\litchi005S(4).JPG,litchi005,litchi,True,1,2,ok,15.441361507049091,23.396002283407714,25.687610703360438,38.92062227781884,25.74,39.0
datasets\ECUSTFD\images\test\litchi005S(5).JPG,litchi005,litchi,True,1,2,ok,19.340043215112047,29.3030957804728,30.077881417686182,45.57254760255482,25.74,39.0
datasets\ECUSTFD\images\test\litchi005S(6).JPG,litchi005,litchi,True,1,1,ok,19.049207938787337,28.862436270889905,28.9096859294547,43.802554438567725,25.74,39.0
datasets\ECUSTFD\images\test\litchi005S(7).JPG,litchi005,litchi,True,1,1,ok,19.38506057482422,29.37130390124882,30.447465546910134,46.13252355592444,25.74,39.0
datasets\ECUSTFD\images\test\litchi005S(8).JPG,litchi005,litchi,True,1,1,ok,17.133385688814155,25.959675286082053,25.331197202902118,38.38060182257897,25.74,39.0
datasets\ECUSTFD\images\test\litchi005T(1).JPG,litchi005,litchi,True,1,1,ok,19.314393036813602,29.264231873960004,36.73761642014452,55.663055182037155,25.74,39.0
datasets\ECUSTFD\images\test\litchi005T(2).JPG,litchi005,litchi,True,1,1,ok,30.168195659739613,45.70938736324184,29.19027501365729,44.22768941463225,25.74,39.0
datasets\ECUSTFD\images\test\litchi005T(3).JPG,litchi005,litchi,True,1,1,ok,18.089408966361585,27.408195403578162,30.02804834713039,45.49704295019756,25.74,39.0
datasets\ECUSTFD\images\test\litchi005T(4).JPG,litchi005,litchi,True,1,1,ok,14.225304826598373,21.553492161512686,29.56796745356718,44.799950687223,25.74,39.0
datasets\ECUSTFD\images\test\litchi005T(5).JPG,litchi005,litchi,True,1,1,ok,17.49285935639131,26.504332358168654,33.530838125361896,50.80430018994226,25.74,39.0
datasets\ECUSTFD\images\test\litchi005T(6).JPG,litchi005,litchi,True,1,1,ok,20.398475984322246,30.906781794427644,31.500927683204008,47.72867830788486,25.74,39.0
datasets\ECUSTFD\images\test\litchi005T(7).JPG,litchi005,litchi,True,1,1,ok,21.236325110670265,32.17625016768222,32.78881318281497,49.680019973962075,25.74,39.0
datasets\ECUSTFD\images\test\litchi005T(8).JPG,litchi005,litchi,True,1,1,ok,26.37523446322389,39.96247645943014,32.70237120506984,49.54904728040884,25.74,39.0
datasets\ECUSTFD\images\test\mango006S(1).JPG,mango006,mango,True,1,1,ok,30.0194034844646,50.03233914077433,20.08768514229974,33.479475237166234,52.56,87.6
datasets\ECUSTFD\images\test\mango006S(10).JPG,mango006,mango,True,1,1,ok,28.254746347643877,47.09124391273979,19.888771205875663,33.147952009792775,52.56,87.6
datasets\ECUSTFD\images\test\mango006S(11).JPG,mango006,mango,True,1,1,ok,27.752960440675682,46.2549340677928,19.99707126446525,33.32845210744209,52.56,87.6
datasets\ECUSTFD\images\test\mango006S(12).JPG,mango006,mango,True,1,1,ok,25.84364010410786,43.07273350684643,19.622849681981894,32.704749469969826,52.56,87.6
datasets\ECUSTFD\images\test\mango006S(13).JPG,mango006,mango,True,1,1,ok,26.246244996817396,43.74374166136233,19.113539417457776,31.855899029096296,52.56,87.6
datasets\ECUSTFD\images\test\mango006S(14).JPG,mango006,mango,True,1,1,ok,26.240478593953682,43.734130989922804,20.539889094633544,34.23314849105591,52.56,87.6
datasets\ECUSTFD\images\test\mango006S(2).JPG,mango006,mango,True,1,1,ok,26.100435473553517,43.50072578925586,23.404084518066085,39.00680753011014,52.56,87.6
datasets\ECUSTFD\images\test\mango006S(3).JPG,mango006,mango,True,1,1,ok,27.602310073360638,46.00385012226773,22.085322544019828,36.80887090669971,52.56,87.6
datasets\ECUSTFD\images\test\mango006S(4).JPG,mango006,mango,True,1,1,ok,26.921334052553217,44.868890087588696,20.827819464154235,34.71303244025706,52.56,87.6
datasets\ECUSTFD\images\test\mango006S(5).JPG,mango006,mango,True,1,1,ok,28.442377916533477,47.40396319422246,21.838262099147027,36.39710349857838,52.56,87.6
datasets\ECUSTFD\images\test\mango006S(6).JPG,mango006,mango,True,1,1,ok,34.766706904852875,57.94451150808813,21.904448931751013,36.50741488625169,52.56,87.6
datasets\ECUSTFD\images\test\mango006S(7).JPG,mango006,mango,True,1,1,ok,28.272028838773632,47.12004806462272,23.651398257220432,39.41899709536738,52.56,87.6
datasets\ECUSTFD\images\test\mango006S(8).JPG,mango006,mango,True,1,1,ok,30.185980777802623,50.309967963004375,21.736747536743668,36.22791256123945,52.56,87.6
datasets\ECUSTFD\images\test\mango006S(9).JPG,mango006,mango,True,1,1,ok,31.00955533164226,51.682592219403766,21.47618422658513,35.79364037764188,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(1).JPG,mango006,mango,True,1,1,ok,104.71400479795811,174.5233413299302,40.57642022238923,67.62736703731538,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(10).JPG,mango006,mango,True,1,1,ok,104.53590183563372,174.22650305938953,46.588174559564024,77.64695759927336,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(11).JPG,mango006,mango,True,1,1,ok,103.477966976848,172.46327829474666,49.75331538811361,82.92219231352269,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(12).JPG,mango006,mango,True,1,1,ok,77.64027820415215,129.40046367358693,38.33220881717487,63.887014695291455,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(13).JPG,mango006,mango,True,1,1,ok,97.29674152393747,162.16123587322912,39.79731577012792,66.32885961687987,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(14).JPG,mango006,mango,True,1,1,ok,119.85658265523963,199.76097109206606,42.019547169565904,70.03257861594317,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(2).JPG,mango006,mango,True,1,1,ok,102.43073427637255,170.7178904606209,46.57610188480666,77.62683647467776,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(3).JPG,mango006,mango,True,1,1,ok,103.58954190819627,172.64923651366044,49.37514034234292,82.29190057057153,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(4).JPG,mango006,mango,True,1,1,ok,155.61605796110837,259.36009660184726,55.05263143991302,91.75438573318837,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(5).JPG,mango006,mango,True,1,1,ok,115.04047380741876,191.73412301236462,56.99305324529983,94.98842207549973,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(6).JPG,mango006,mango,True,1,1,ok,116.7177002406728,194.52950040112134,47.57693244160807,79.29488740268012,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(7).JPG,mango006,mango,True,1,1,ok,126.56302973972461,210.938382899541,51.055878420370384,85.09313070061731,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(8).JPG,mango006,mango,True,1,1,ok,146.28310082606697,243.80516804344495,50.46862221497854,84.11437035829756,52.56,87.6
datasets\ECUSTFD\images\test\mango006T(9).JPG,mango006,mango,True,1,1,ok,66.71439784743792,111.1906630790632,47.933285416069474,79.88880902678245,52.56,87.6
datasets\ECUSTFD\images\test\mango007S(1).JPG,mango007,mango,True,1,1,ok,23.30485699342501,38.841428322375016,17.080906693486977,28.468177822478296,42.54,70.9
datasets\ECUSTFD\images\test\mango007S(10).JPG,mango007,mango,True,1,1,ok,26.10503567091087,43.50839278485145,16.069037518916442,26.78172919819407,42.54,70.9
datasets\ECUSTFD\images\test\mango007S(11).JPG,mango007,mango,True,1,1,ok,24.841748313353346,41.402913855588906,17.209186703242846,28.681977838738074,42.54,70.9
datasets\ECUSTFD\images\test\mango007S(12).JPG,mango007,mango,True,1,1,ok,22.57576361285861,37.626272688097686,16.737740810033404,27.896234683389007,42.54,70.9
datasets\ECUSTFD\images\test\mango007S(13).JPG,mango007,mango,True,1,1,ok,23.36436458740465,38.94060764567442,15.397121944704214,25.661869907840355,42.54,70.9
datasets\ECUSTFD\images\test\mango007S(2).JPG,mango007,mango,True,1,1,ok,20.302367518392487,33.83727919732081,15.086768973059316,25.14461495509886,42.54,70.9
datasets\ECUSTFD\images\test\mango007S(3).JPG,mango007,mango,True,1,1,ok,20.493751761009776,34.15625293501629,15.923651935562432,26.53941989260405,42.54,70.9
datasets\ECUSTFD\images\test\mango007S(4).JPG,mango007,mango,True,1,1,ok,21.790520731956516,36.31753455326086,13.74609555485857,22.910159258097618,42.54,70.9
datasets\ECUSTFD\images\test\mango007S(5).JPG,mango007,mango,True,1,1,ok,15.551922584730242,25.919870974550403,15.403267316831045,25.67211219471841,42.54,70.9
datasets\ECUSTFD\images\test\mango007S(6).JPG,mango007,mango,True,1,1,ok,23.595606705479945,39.326011175799906,11.459325131675403,19.098875219459003,42.54,70.9
datasets\ECUSTFD\images\test\mango007S(7).JPG,mango007,mango,True,1,1,ok,24.591981249845922,40.98663541640987,14.950589013552571,24.917648355920953,42.54,70.9
datasets\ECUSTFD\images\test\mango007S(8).JPG,mango007,mango,True,1,1,ok,25.29749847796222,42.16249746327036,16.89234063137318,28.15390105228863,42.54,70.9
datasets\ECUSTFD\images\test\mango007S(9).JPG,mango007,mango,True,1,1,ok,22.890442643928054,38.15073773988009,15.68128835221395,26.135480587023252,42.54,70.9
datasets\ECUSTFD\images\test\mango007T(1).JPG,mango007,mango,True,1,1,ok,102.44380753383831,170.73967922306386,42.51939097653385,70.86565162755642,42.54,70.9
datasets\ECUSTFD\images\test\mango007T(10).JPG,mango007,mango,True,1,1,ok,95.69637856320523,159.49396427200872,38.20002304321806,63.666705072030105,42.54,70.9
datasets\ECUSTFD\images\test\mango007T(11).JPG,mango007,mango,True,1,1,ok,107.61435237491175,179.35725395818625,39.40369582303865,65.67282637173109,42.54,70.9
datasets\ECUSTFD\images\test\mango007T(12).JPG,mango007,mango,True,1,1,ok,135.54685275767662,225.91142126279433,52.47049103503092,87.4508183917182,42.54,70.9
datasets\ECUSTFD\images\test\mango007T(13).JPG,mango007,mango,True,1,1,ok,104.45482741512485,174.09137902520808,44.0815879342884,73.469313223814,42.54,70.9
datasets\ECUSTFD\images\test\mango007T(2).JPG,mango007,mango,True,1,1,ok,113.90730247286129,189.84550412143548,41.763236372543616,69.60539395423936,42.54,70.9
datasets\ECUSTFD\images\test\mango007T(3).JPG,mango007,mango,True,1,1,ok,145.62997855455941,242.71663092426567,41.17744520253788,68.62907533756314,42.54,70.9
datasets\ECUSTFD\images\test\mango007T(4).JPG,mango007,mango,True,1,1,ok,119.99593448658374,199.99322414430623,38.05065259523236,63.417754325387264,42.54,70.9
datasets\ECUSTFD\images\test\mango007T(5).JPG,mango007,mango,True,1,1,ok,80.21524756219995,133.69207927033324,36.916531434521865,61.52755239086977,42.54,70.9
datasets\ECUSTFD\images\test\mango007T(6).JPG,mango007,mango,True,1,1,ok,149.65392828761082,249.42321381268474,41.22847197301828,68.71411995503047,42.54,70.9
datasets\ECUSTFD\images\test\mango007T(7).JPG,mango007,mango,True,1,1,ok,101.42550124488012,169.0425020748002,39.6654195818748,66.109032636458,42.54,70.9
datasets\ECUSTFD\images\test\mango007T(8).JPG,mango007,mango,True,1,1,ok,109.3517571274022,182.25292854567033,40.84740790931446,68.07901318219078,42.54,70.9
datasets\ECUSTFD\images\test\mango007T(9).JPG,mango007,mango,True,1,1,ok,140.23515602697557,233.72526004495927,36.29405368385545,60.490089473092425,42.54,70.9
datasets\ECUSTFD\images\test\mango008S(1).JPG,mango008,mango,True,1,1,ok,40.40513328901687,67.34188881502811,24.602740130116278,41.004566883527126,59.82,99.7
datasets\ECUSTFD\images\test\mango008S(2).JPG,mango008,mango,True,1,1,ok,31.61904544713766,52.69840907856277,22.903653211030214,38.17275535171702,59.82,99.7
datasets\ECUSTFD\images\test\mango008S(3).JPG,mango008,mango,True,1,1,ok,29.76890929101477,49.61484881835795,23.718557288823796,39.53092881470633,59.82,99.7
datasets\ECUSTFD\images\test\mango008S(4).JPG,mango008,mango,True,1,1,ok,32.67519612483994,54.458660208066576,23.35712037361416,38.92853395602359,59.82,99.7
datasets\ECUSTFD\images\test\mango008S(5).JPG,mango008,mango,True,1,1,ok,29.249854454018106,48.749757423363505,23.782814949186314,39.638024915310524,59.82,99.7
datasets\ECUSTFD\images\test\mango008S(6).JPG,mango008,mango,True,1,1,ok,37.859017129699595,63.09836188283266,23.15609790393526,38.593496506558765,59.82,99.7
datasets\ECUSTFD\images\test\mango008S(7).JPG,mango008,mango,True,1,1,ok,32.60591171989612,54.34318619982687,24.264966867809516,40.44161144634919,59.82,99.7
datasets\ECUSTFD\images\test\mango008S(8).JPG,mango008,mango,True,1,1,ok,37.49181575899108,62.486359598318465,23.829038401894827,39.71506400315805,59.82,99.7
datasets\ECUSTFD\images\test\mango008T(1).JPG,mango008,mango,True,1,1,ok,121.28840600576922,202.1473433429487,48.92528616630745,81.54214361051241,59.82,99.7
datasets\ECUSTFD\images\test\mango008T(2).JPG,mango008,mango,True,1,1,ok,231.27081723647782,385.4513620607963,56.620137255187366,94.36689542531228,59.82,99.7
datasets\ECUSTFD\images\test\mango008T(3).JPG,mango008,mango,True,1,1,ok,236.95158542919668,394.91930904866115,59.87186206615483,99.78643677692473,59.82,99.7
datasets\ECUSTFD\images\test\mango008T(4).JPG,mango008,mango,True,1,1,ok,181.2300225980716,302.05003766345266,60.25743421110515,100.42905701850857,59.82,99.7
datasets\ECUSTFD\images\test\mango008T(5).JPG,mango008,mango,True,1,1,ok,164.5324520521608,274.220753420268,63.535314497962844,105.89219082993807,59.82,99.7
datasets\ECUSTFD\images\test\mango008T(6).JPG,mango008,mango,True,1,1,ok,143.83757812687895,239.7292968781316,47.73781715180385,79.56302858633975,59.82,99.7
datasets\ECUSTFD\images\test\mango008T(7).JPG,mango008,mango,True,1,1,ok,159.18385813793105,265.3064302298851,51.22052605307301,85.36754342178834,59.82,99.7
datasets\ECUSTFD\images\test\mango008T(8).JPG,mango008,mango,True,1,1,ok,137.55279769548912,229.2546628258152,44.52859522105521,74.21432536842535,59.82,99.7
datasets\ECUSTFD\images\test\mango009S(1).JPG,mango009,mango,True,2,1,ok,38.599652525359204,86.79490778314366,39.980898793267315,93.01930605571704,51.72,86.2
datasets\ECUSTFD\images\test\mango009S(10).JPG,mango009,mango,True,2,1,ok,34.349779093013424,100.99672748040655,31.141626462123945,91.55660949987714,51.72,86.2
datasets\ECUSTFD\images\test\mango009S(11).JPG,mango009,mango,True,1,1,ok,31.469965176997903,52.44994196166317,24.545459735246677,40.90909955874446,51.72,86.2
datasets\ECUSTFD\images\test\mango009S(12).JPG,mango009,mango,True,1,1,ok,27.03326203685144,45.05543672808573,17.646245582305667,29.410409303842776,51.72,86.2
datasets\ECUSTFD\images\test\mango009S(13).JPG,mango009,mango,True,1,1,ok,34.233130040212224,57.05521673368704,21.715895840528027,36.19315973421338,51.72,86.2
datasets\ECUSTFD\images\test\mango009S(2).JPG,mango009,mango,True,2,1,ok,83.30194371105591,112.0351885171778,52.012289463499854,71.67617726453395,51.72,86.2
datasets\ECUSTFD\images\test\mango009S(3).JPG,mango009,mango,True,1,1,ok,28.747774500518062,47.912957500863435,20.612873077468322,34.3547884624472,51.72,86.2
datasets\ECUSTFD\images\test\mango009S(4).JPG,mango009,mango,True,1,1,ok,37.81495009546165,63.02491682576941,23.69654861950965,39.49424769918275,51.72,86.2
datasets\ECUSTFD\images\test\mango009S(5).JPG,mango009,mango,True,1,1,ok,29.92707862351118,49.878464372518636,19.797456051464874,32.99576008577479,51.72,86.2
datasets\ECUSTFD\images\test\mango009S(6).JPG,mango009,mango,True,2,1,ok,99.18489263011509,133.37061474946023,56.22747427197169,77.47187647720014,51.72,86.2
datasets\ECUSTFD\images\test\mango009S(7).JPG,mango009,mango,True,1,1,ok,35.0217994336816,58.36966572280267,23.361160738109394,38.935267896848984,51.72,86.2
datasets\ECUSTFD\images\test\mango009S(8).JPG,mango009,mango,True,1,1,ok,34.18978180540108,56.98296967566848,20.25029053741191,33.75048422901985,51.72,86.2
datasets\ECUSTFD\images\test\mango009S(9).JPG,mango009,mango,True,1,1,ok,32.827925980834024,54.71320996805671,25.898833372147838,43.16472228691306,51.72,86.2
datasets\ECUSTFD\images\test\mango009T(1).JPG,mango009,mango,True,1,1,ok,89.87797390527872,309.924047949237,33.45971006498966,115.37831056892986,51.72,86.2
datasets\ECUSTFD\images\test\mango009T(10).JPG,mango009,mango,True,2,1,ok,195.99747186538877,576.8930548023561,93.35312937919983,274.7606563259146,51.72,86.2
datasets\ECUSTFD\images\test\mango009T(11).JPG,mango009,mango,True,1,1,ok,49.43251313891103,170.45694185831388,35.291489301188456,121.6947906937533,51.72,86.2
datasets\ECUSTFD\images\test\mango009T(12).JPG,mango009,mango,True,2,1,ok,179.89767877786278,529.5793631636654,74.66208789632759,219.7724601906541,51.72,86.2
datasets\ECUSTFD\images\test\mango009T(13).JPG,mango009,mango,True,1,1,ok,70.55363246879695,243.28838782343777,36.06325731176791,124.35605969575143,51.72,86.2
datasets\ECUSTFD\images\test\mango009T(2).JPG,mango009,mango,True,2,1,ok,250.29901602468215,563.9757240020942,91.10151506294704,213.0015581237376,51.72,86.2
datasets\ECUSTFD\images\test\mango009T(3).JPG,mango009,mango,True,2,1,ok,158.25225087187584,465.68140042474386,75.59772632444998,222.35969422444825,51.72,86.2
datasets\ECUSTFD\images\test\mango009T(4).JPG,mango009,mango,True,1,1,ok,188.849096965635,314.748494942725,58.98160566279596,98.30267610465992,51.72,86.2
datasets\ECUSTFD\images\test\mango009T(5).JPG,mango009,mango,True,2,1,ok,206.13366132048648,464.81841264888925,92.24676757320529,215.45405868540644,51.72,86.2
datasets\ECUSTFD\images\test\mango009T(6).JPG,mango009,mango,True,2,1,ok,260.84041142403566,768.055786966075,97.21473544585089,286.38152028088774,51.72,86.2
datasets\ECUSTFD\images\test\mango009T(7).JPG,mango009,mango,True,2,1,ok,141.911263152883,417.5373410011214,83.12780681994619,244.5457821909883,51.72,86.2
datasets\ECUSTFD\images\test\mango009T(8).JPG,mango009,mango,True,2,1,ok,181.06376968403558,533.0616272871744,81.65719423249377,240.50186324199194,51.72,86.2
datasets\ECUSTFD\images\test\mango009T(9).JPG,mango009,mango,True,1,1,ok,116.03104276450023,400.10704401551806,34.278460725337446,118.20158870806016,51.72,86.2
datasets\ECUSTFD\images\test\mango010S(1).JPG,mango010,mango,True,1,1,ok,27.170040235186487,45.28340039197748,19.717152806982448,32.861921344970746,62.58,104.3
datasets\ECUSTFD\images\test\mango010S(10).JPG,mango010,mango,True,2,1,ok,34.28549409293861,71.70462626608843,32.04904778090551,67.47993738846576,62.58,104.3
datasets\ECUSTFD\images\test\mango010S(11).JPG,mango010,mango,True,1,1,ok,37.49049234744,62.4841539124,30.74656348669522,51.24427247782536,62.58,104.3
datasets\ECUSTFD\images\test\mango010S(2).JPG,mango010,mango,True,1,1,ok,38.28906050343087,63.815100839051446,31.40999502519513,52.34999170865855,62.58,104.3
datasets\ECUSTFD\images\test\mango010S(3).JPG,mango010,mango,True,1,1,ok,25.779346705551998,42.96557784258666,20.461183727826025,34.10197287971004,62.58,104.3
datasets\ECUSTFD\images\test\mango010S(4).JPG,mango010,mango,True,1,1,ok,37.17620013041909,61.96033355069848,30.722876707382852,51.20479451230475,62.58,104.3
datasets\ECUSTFD\images\test\mango010S(5).JPG,mango010,mango,True,1,1,ok,24.272788604740466,40.45464767456745,17.917020729894528,29.86170121649088,62.58,104.3
datasets\ECUSTFD\images\test\mango010S(6).JPG,mango010,mango,True,1,1,ok,34.664009597998465,57.773349329997444,29.57227760865565,49.28712934775942,62.58,104.3
datasets\ECUSTFD\images\test\mango010S(7).JPG,mango010,mango,True,1,1,ok,24.086354892871604,40.14392482145267,20.35050705803098,33.917511763384965,62.58,104.3
datasets\ECUSTFD\images\test\mango010S(8).JPG,mango010,mango,True,1,1,ok,39.73282570152705,66.22137616921175,34.855044368921845,58.09174061486974,62.58,104.3
datasets\ECUSTFD\images\test\mango010S(9).JPG,mango010,mango,True,1,1,ok,40.32453914011349,67.20756523352247,27.64764366920705,46.07940611534509,62.58,104.3
datasets\ECUSTFD\images\test\mango010T(1).JPG,mango010,mango,True,1,1,ok,119.4713417978074,199.11890299634567,64.17565225253037,106.95942042088396,62.58,104.3
datasets\ECUSTFD\images\test\mango010T(10).JPG,mango010,mango,True,2,1,ok,491.4194440145287,839.6700517475489,142.7836588995824,244.33896031924337,62.58,104.3
datasets\ECUSTFD\images\test\mango010T(11).JPG,mango010,mango,True,1,1,ok,104.74015657123903,174.5669276187317,71.07610374500852,118.46017290834753,62.58,104.3
datasets\ECUSTFD\images\test\mango010T(2).JPG,mango010,mango,True,1,1,ok,136.5490773440883,227.5817955734805,73.56050941719982,122.60084902866636,62.58,104.3
datasets\ECUSTFD\images\test\mango010T(3).JPG,mango010,mango,True,1,1,ok,229.5626503918287,382.60441731971446,66.49295735219448,110.8215955869908,62.58,104.3
datasets\ECUSTFD\images\test\mango010T(4).JPG,mango010,mango,True,1,1,ok,141.58385995582944,235.9730999263824,65.41301882616357,109.02169804360595,62.58,104.3
datasets\ECUSTFD\images\test\mango010T(5).JPG,mango010,mango,True,1,1,ok,145.29737330451582,242.1622888408597,71.57439352401848,119.29065587336413,62.58,104.3
datasets\ECUSTFD\images\test\mango010T(6).JPG,mango010,mango,True,1,1,ok,100.79709700278195,167.99516167130326,64.5647406666532,107.60790111108865,62.58,104.3
datasets\ECUSTFD\images\test\mango010T(7).JPG,mango010,mango,True,1,1,ok,191.3894666883837,318.98244448063946,65.07717283683958,108.46195472806598,62.58,104.3
datasets\ECUSTFD\images\test\mango010T(8).JPG,mango010,mango,True,1,1,ok,164.5270458132923,274.2117430221538,61.32770752618041,102.21284587696735,62.58,104.3
datasets\ECUSTFD\images\test\mango010T(9).JPG,mango010,mango,True,1,1,ok,94.9785413838531,158.2975689730885,68.5873091403526,114.31218190058766,62.58,104.3
datasets\ECUSTFD\images\test\mix008S(1).JPG,mix008,banana,True,2,1,ok,57.40706380866415,105.63439966888753,43.34018793333388,101.3435311203624,279.727,314.29999999999995
datasets\ECUSTFD\images\test\mix008S(2).JPG,mix008,banana,True,2,1,ok,35.53066812104261,89.08068559374674,32.60133470816072,96.88087766528301,279.727,314.29999999999995
datasets\ECUSTFD\images\test\mix008S(3).JPG,mix008,banana,True,2,1,ok,46.897133976639,90.97365743725211,47.05215324739323,113.90883090383096,279.727,314.29999999999995
datasets\ECUSTFD\images\test\mix008S(4).JPG,mix008,banana,True,2,2,ok,40.10223353645087,85.27876391870623,35.9581699257056,102.15193670080679,279.727,314.29999999999995
datasets\ECUSTFD\images\test\mix008T(1).JPG,mix008,banana,True,2,1,ok,636.2938438694996,1078.8812352696407,295.1162489993815,467.7876658072538,279.727,314.29999999999995
datasets\ECUSTFD\images\test\mix008T(2).JPG,mix008,banana,True,2,1,ok,680.2660578274977,1274.423583039883,269.46669321570187,468.04638379088465,279.727,314.29999999999995
datasets\ECUSTFD\images\test\mix008T(3).JPG,mix008,banana,True,2,1,ok,566.555283281575,822.1632744543324,266.6098325165743,431.1927378165983,279.727,314.29999999999995
datasets\ECUSTFD\images\test\mix008T(4).JPG,mix008,banana,True,2,2,ok,165.4464798781693,228.62098826915064,284.24412365828323,467.97017061816723,279.727,314.29999999999995
datasets\ECUSTFD\images\test\mix009S(1).JPG,mix009,lemon,True,2,1,ok,63.911652559555435,158.4439370443405,94.47669752179235,229.57888945606624,94.743,326.7
datasets\ECUSTFD\images\test\mix009S(2).JPG,mix009,lemon,True,2,1,ok,44.78595641950182,109.405630758023,94.10014271714284,222.94336681398494,94.743,326.7
datasets\ECUSTFD\images\test\mix009S(3).JPG,mix009,lemon,True,2,1,ok,49.26812103890396,121.49873859106656,81.74763739592424,199.76856479201336,94.743,326.7
datasets\ECUSTFD\images\test\mix009S(4).JPG,mix009,lemon,True,2,2,ok,43.50220092657912,106.78970361470388,92.09313852464734,219.2399411558123,94.743,326.7
datasets\ECUSTFD\images\test\mix009T(1).JPG,mix009,lemon,True,2,1,ok,442.84600695833456,1079.0802174671505,174.87469533878948,411.71652348008473,94.743,326.7
datasets\ECUSTFD\images\test\mix009T(2).JPG,mix009,lemon,True,2,1,ok,229.78420471681866,568.1269720491657,181.42558533774465,429.3293759515927,94.743,326.7
datasets\ECUSTFD\images\test\mix009T(3).JPG,mix009,lemon,True,2,1,ok,318.42222841498705,741.9812037528759,170.80834726963715,404.79190794478285,94.743,326.7
datasets\ECUSTFD\images\test\mix009T(4).JPG,mix009,lemon,True,2,1,ok,297.31388885656776,739.0524095807865,169.06428199287066,404.19833694564824,94.743,326.7
datasets\ECUSTFD\images\test\mix010S(1).JPG,mix010,lemon,True,2,1,ok,48.062171212918,133.5026404180271,50.84284948354397,148.63722736482273,82.33099999999999,283.9
datasets\ECUSTFD\images\test\mix010S(2).JPG,mix010,lemon,True,2,1,ok,19.622432534094912,88.65367050138778,30.84532764710011,139.0343834895648,82.33099999999999,283.9
datasets\ECUSTFD\images\test\mix010S(3).JPG,mix010,lemon,True,2,1,ok,41.7374873099586,179.07570633882074,41.047380783868505,180.60797481373646,82.33099999999999,283.9
datasets\ECUSTFD\images\test\mix010S(4).JPG,mix010,lemon,True,2,1,ok,25.81201278069155,116.20863786886474,38.459534069469456,174.5270804314971,82.33099999999999,283.9
datasets\ECUSTFD\images\test\mix010S(5).JPG,mix010,lemon,True,2,1,ok,47.32354371535014,208.65403567784278,41.489725300850424,181.73822437086005,82.33099999999999,283.9
datasets\ECUSTFD\images\test\mix010S(6).JPG,mix010,lemon,True,2,1,ok,24.901415104592658,113.9635884995651,36.48863909210671,167.56912183522033,82.33099999999999,283.9
datasets\ECUSTFD\images\test\mix010T(1).JPG,mix010,lemon,True,2,1,ok,93.22840816483586,427.7384320659766,63.126023764113924,293.3643365696739,82.33099999999999,283.9
datasets\ECUSTFD\images\test\mix010T(2).JPG,mix010,lemon,True,2,1,ok,127.990611324554,526.8799793100493,85.17505948630361,392.882322901242,82.33099999999999,283.9
